gender,SeniorCitizen,Partner,Dependents,tenure,tenure_band,MonthlyCharges,TotalCharges,avg_monthly_spend,charge_gap,is_high_value,PhoneService,MultipleLines,InternetService,streaming_count,security_count,Contract,PaperlessBilling,PaymentMethod,payment_electronic_check,month_to_month_paperless,no_support_services,is_isolated,fiber_no_security,no_internet_services,segment,segment_label
Female,no,No,No,-0.26164900502213034,12-36,-0.6763834620494076,-0.4850858123716956,-0.6383785340605398,-0.4126768641123304,0,No,No phone service,DSL,0.2665050326900002,0.5711787862044767,Month-to-month,Yes,Credit card (automatic),0,1,0,1,0,0,2,Stable Mid-Value
Male,no,Yes,No,0.1457906077409725,12-36,-1.4608579255713225,-0.6896864993119641,-1.4841775261447907,0.3248598596149197,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,One year,No,Bank transfer (automatic),0,0,0,0,0,1,1,Low Engagement
Male,no,Yes,Yes,1.6125732136881425,36+,1.6371513964728497,2.728700158404999,1.7497652099969598,-1.3618893638558829,1,Yes,Yes,Fiber optic,1.4392605958164588,2.126164935871484,Two year,Yes,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,Yes,No,0.10504664646466222,12-36,0.8327326669291911,0.3873182811176562,0.8455073156362757,-0.1792004843457914,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Bank transfer (automatic),0,1,0,0,1,0,3,At risk High-value
Male,no,No,No,-1.2802480369298874,0-12,-0.3240347623319375,-0.9830761636036698,-0.32300245825251434,0.00046458874911472516,0,Yes,No,DSL,-0.9062505304364585,0.5711787862044767,Month-to-month,No,Mailed check,0,0,0,1,0,0,1,Low Engagement
Female,no,Yes,Yes,-0.6690886177852331,12-36,1.60058690876632,-0.1768060711328544,1.7512721837823162,-1.7997698870090224,1,Yes,Yes,Fiber optic,1.4392605958164588,1.3486718610379804,Month-to-month,Yes,Electronic check,1,1,0,0,0,0,0,Loyal High-Value
Female,yes,No,No,0.6754621043330061,36+,1.2216458543531914,1.229633389487167,1.2814224550688633,-0.7363728473695953,1,Yes,Yes,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,No,Credit card (automatic),0,0,0,1,0,0,0,Loyal High-Value
Female,no,Yes,No,0.8791819107145575,36+,1.6570956624945936,1.66160003656688,1.564695024815159,1.002851284976021,1,Yes,Yes,Fiber optic,1.4392605958164588,2.126164935871484,One year,Yes,Mailed check,0,0,0,0,0,0,0,Loyal High-Value
Female,no,No,Yes,-0.5876006952326126,12-36,5.9560521395953924e-05,-0.49263011802491086,0.0005712717819015749,-0.005906513133683017,0,Yes,Yes,DSL,0.2665050326900002,-0.2063142886290269,Month-to-month,No,Electronic check,1,0,0,0,0,0,2,Stable Mid-Value
Female,no,Yes,No,0.1457906077409725,12-36,0.5186104770867298,0.28869082329448215,0.5566561021951436,-0.45878567196924736,1,Yes,No,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,No,Electronic check,1,0,1,0,1,0,3,At risk High-value
Female,no,No,No,1.1236456783724194,36+,1.3662417830108327,1.814670027583432,1.3851189669607349,-0.26998868617566324,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,0,Loyal High-Value
Female,no,No,No,-1.2802480369298874,0-12,0.1579516665268661,-0.9766789453597153,0.15738857439243767,0.00046458874911472516,0,Yes,No,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,1,1,1,0,3,At risk High-value
Female,no,Yes,Yes,0.797693988161937,36+,-1.3212480634191175,-0.4469451560137738,-1.3375258811068769,0.2382782186435591,0,Yes,Yes,No,-0.9062505304364585,-0.9838073634625305,Two year,Yes,Bank transfer (automatic),0,0,0,0,0,1,1,Low Engagement
Male,no,Yes,Yes,-0.9950403079957154,0-12,0.9956108394400973,-0.6722595944405019,0.9986940768219376,-0.07359947063841106,1,Yes,No,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Male,no,Yes,Yes,1.6125732136881425,36+,1.3529456056630036,2.350756916426818,1.355582280767747,-0.08209427314880985,1,Yes,No,Fiber optic,1.4392605958164588,1.3486718610379804,Two year,No,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Female,no,No,No,1.2866215234776603,36+,-1.3328822185984677,-0.28260282526390856,-1.2964413777969108,-0.3695570627877692,0,Yes,Yes,No,-0.9062505304364585,-0.9838073634625305,One year,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Female,yes,No,No,-0.42462485012737144,12-36,0.16459975520078074,-0.3255524249914237,0.18042927282337132,-0.18893089449406686,0,Yes,No,DSL,0.2665050326900002,1.3486718610379804,Month-to-month,Yes,Mailed check,0,1,0,1,0,0,2,Stable Mid-Value
Male,no,Yes,No,1.1236456783724194,36+,-0.15284647897863812,0.5731464414179066,-0.16872515420538814,0.1890492044799382,0,No,No phone service,DSL,1.4392605958164588,1.3486718610379804,Month-to-month,Yes,Bank transfer (automatic),0,1,0,0,0,0,2,Stable Mid-Value
Female,no,Yes,Yes,-0.18016108246950976,12-36,0.5402167652769517,-0.02479493003254281,0.4883377660938984,0.5779594665541716,1,Yes,No,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Female,no,Yes,No,1.1643896396487294,36+,-1.3428543516093396,-0.3818038267917131,-1.3767397810180355,0.44226394881855524,0,Yes,Yes,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Female,no,No,No,-0.3431369275747509,12-36,1.3080710071140806,0.09324477625504506,1.296867821222253,0.07930697454874018,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,Yes,Yes,-0.18016108246950976,12-36,0.9341160192063881,0.21399778545299966,1.1287605405251304,-2.281527582057387,1,Yes,No,Fiber optic,0.2665050326900002,1.3486718610379804,One year,No,Bank transfer (automatic),0,0,0,0,1,0,2,Stable Mid-Value
Female,no,Yes,Yes,-0.09867315991688919,12-36,0.5319066544345585,0.037941927504721314,0.46969796297173094,0.6974631347272235,1,Yes,No,DSL,1.4392605958164588,1.3486718610379804,Two year,No,Bank transfer (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Male,no,Yes,No,-1.2395040756535771,0-12,-1.4891123024354593,-0.9905984098836301,-1.5173539566559984,0.38273070171700097,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Male,no,No,No,-1.2802480369298874,0-12,0.3424361272279943,-0.9742303549284087,0.3412623834392985,0.00046458874911472516,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,No,Yes,-1.076528230548336,0-12,-1.5007464576148097,-0.9628477183288207,-1.589688698353112,1.083551908824792,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Female,no,Yes,No,-0.3431369275747509,12-36,0.15462762218990903,-0.2952649055122875,0.08125763919022763,0.8406536495431165,0,Yes,No,DSL,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Bank transfer (automatic),0,1,1,0,0,0,2,Stable Mid-Value
Male,no,Yes,Yes,-1.1580161531009565,0-12,1.2083496770053626,-0.8371092907752324,1.0494250263900466,1.7875586668739871,1,Yes,Yes,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,No,Electronic check,1,0,1,0,1,0,3,At risk High-value
Male,no,No,No,-1.0357842692720256,0-12,1.1634750784564392,-0.7103340726786586,1.0396042244911476,1.384814012139958,1,Yes,Yes,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,yes,Yes,No,1.6125732136881425,36+,1.703632283211995,2.7007729918641488,1.7206380525578546,-0.2612815136025065,1,Yes,Yes,Fiber optic,1.4392605958164588,2.126164935871484,Two year,Yes,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,No,No,1.5310852911355222,36+,-0.8226414128755275,0.22785107185714942,-0.8217335426363744,0.02094313051524955,0,No,No phone service,DSL,0.2665050326900002,-0.2063142886290269,Two year,Yes,Mailed check,0,0,0,1,0,0,2,Stable Mid-Value
Male,yes,Yes,No,1.2866215234776603,36+,1.2399280982064562,1.877318647627676,1.2378801507805584,-0.02372568871213541,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,Two year,No,Electronic check,1,0,0,0,1,0,0,Loyal High-Value
Male,no,Yes,Yes,1.6125732136881425,36+,0.8277466004237555,1.8995986146152417,0.8850383440026817,-0.6926582035836251,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.2063142886290269,One year,Yes,Electronic check,1,0,1,0,1,0,0,Loyal High-Value
Female,no,No,Yes,0.4717422979514547,36+,-1.4924363467724167,-0.6243686951038633,-1.4931838122235483,0.06562358527773084,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Female,no,Yes,Yes,-0.791320501614164,12-36,-0.29411836329932195,-0.6833775185610297,-0.2753456290193014,-0.20537101054128618,0,Yes,No,DSL,0.2665050326900002,-0.9838073634625305,Month-to-month,No,Electronic check,1,0,1,0,0,0,3,At risk High-value
Female,yes,No,No,-0.6283446565089229,12-36,-1.4675060142452372,-0.8615069575952796,-1.5025427118361132,0.4603082364075413,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,One year,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Male,no,No,No,-1.2802480369298874,0-12,-0.32569678450041606,-0.9830982229769248,-0.32465897905473823,0.00046458874911472516,0,Yes,No,DSL,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,0,0,3,At risk High-value
Male,no,Yes,No,-0.9542963467194051,0-12,0.17457188821165245,-0.7583573282548273,-0.069186659778419,2.8058731178078795,0,Yes,No,DSL,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Mailed check,0,1,1,0,0,0,3,At risk High-value
Male,no,Yes,No,-0.3431369275747509,12-36,-0.3722334052178177,-0.42704760133774994,-0.3310779971633562,-0.46064391001839694,0,Yes,No,DSL,-0.9062505304364585,0.5711787862044767,Month-to-month,No,Mailed check,0,0,0,0,0,0,2,Stable Mid-Value
Female,no,Yes,Yes,-1.2802480369298874,0-12,0.32913994988016554,-0.9744068299144488,0.328010217021507,0.00046458874911472516,1,Yes,No,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Male,no,No,No,-0.3431369275747509,12-36,0.5136244105812937,-0.1860930672732159,0.42284603294882933,1.027804767350309,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,yes,Yes,Yes,0.10504664646466222,12-36,0.37401454842908843,0.20466667056612808,0.45362182299586185,-0.9328108213396256,1,Yes,No,DSL,1.4392605958164588,0.5711787862044767,Month-to-month,Yes,Electronic check,1,1,0,0,0,0,2,Stable Mid-Value
Female,no,Yes,Yes,-1.0357842692720256,0-12,0.3623803932497382,-0.7629236185186155,0.47544056841944016,-1.3183535009900884,1,Yes,No,DSL,0.2665050326900002,2.126164935871484,Month-to-month,Yes,Electronic check,1,1,0,0,0,0,2,Stable Mid-Value
Male,no,No,No,-1.1172721918246462,0-12,1.0404854379890203,-0.8073291368809615,0.8574342654122883,2.072346921035059,1,Yes,No,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,1,1,0,3,At risk High-value
Female,no,No,Yes,-0.7098325790615434,12-36,0.13966942267360125,-0.5684702432756541,0.05037733056876891,1.0249377715030525,0,Yes,No,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Bank transfer (automatic),0,0,1,0,1,0,3,At risk High-value
Male,no,Yes,Yes,-0.8728084241667845,0-12,-1.5007464576148097,-0.907765463311047,-1.4669053685882683,-0.3331494734774049,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Female,no,Yes,No,0.6347181430566958,36+,-0.648129085185271,-0.06101642091727817,-0.6663163945134325,0.23460258294194397,0,No,No phone service,DSL,0.2665050326900002,0.5711787862044767,Month-to-month,Yes,Bank transfer (automatic),0,1,0,0,0,0,2,Stable Mid-Value
Female,yes,No,No,-0.506112772679992,12-36,0.553512942624781,-0.2698745668957647,0.6222083114964844,-0.8137622318724812,1,Yes,No,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Female,no,Yes,No,1.6125732136881425,36+,1.4526669357717215,2.5238126996124146,1.5360740265100674,-1.0178498621847831,1,Yes,Yes,Fiber optic,1.4392605958164588,1.3486718610379804,One year,Yes,Bank transfer (automatic),0,0,0,0,1,0,0,Loyal High-Value
Female,no,Yes,Yes,-0.9950403079957154,0-12,0.6233178737008834,-0.7073339979159765,0.669460567379923,-0.5562104382603685,1,Yes,No,Fiber optic,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Male,no,Yes,Yes,1.6125732136881425,36+,0.6548962949019775,1.6974906368527902,0.6742460719196817,-0.24827384725846496,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.9838073634625305,Two year,Yes,Credit card (automatic),0,0,1,0,1,0,0,Loyal High-Value
Female,no,No,No,-0.7098325790615434,12-36,1.17510923363579,-0.38308327044050405,0.9784707186947866,2.223979145845657,1,Yes,Yes,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,No,No,1.6125732136881425,36+,0.7911821127172253,1.728859065621422,0.7069623577636046,0.9415294293540852,1,Yes,Yes,DSL,1.4392605958164588,1.3486718610379804,Two year,Yes,Bank transfer (automatic),0,0,0,1,0,0,0,Loyal High-Value
Male,no,No,Yes,-1.2802480369298874,0-12,0.3175057947008148,-0.9745612455272339,0.3164145714059389,0.00046458874911472516,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Male,no,Yes,Yes,1.24587756220135,36+,1.3296772953043026,1.9032604705755747,1.3225274599186068,0.03171332655522129,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,Two year,Yes,Bank transfer (automatic),0,0,1,0,1,0,0,Loyal High-Value
Female,no,No,No,-1.2395040756535771,0-12,-0.1927350110221254,-0.9570019844162415,-0.2559133657624433,0.7363268562122947,0,Yes,No,DSL,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,0,0,3,At risk High-value
Female,no,Yes,No,-1.2395040756535771,0-12,0.3191678168692938,-0.9458620009224588,0.16235813679910976,1.797115319698181,1,Yes,No,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,0,0,0,3,At risk High-value
Male,yes,Yes,No,1.1643896396487294,36+,-0.024870772005783543,0.7144146677430256,-0.02724560485872276,0.02835121502300099,0,Yes,Yes,DSL,0.2665050326900002,-0.2063142886290269,One year,No,Bank transfer (automatic),0,0,1,0,0,0,2,Stable Mid-Value
Male,no,No,No,-1.2802480369298874,0-12,-1.4758161250876303,-0.9983633092693955,-1.4709713741937271,0.00046458874911472516,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Male,no,No,No,-0.42462485012737144,12-36,-0.6996517724081085,-0.6087065400928023,-0.7860753188742157,1.0238952275585929,0,No,No phone service,DSL,0.2665050326900002,0.5711787862044767,One year,Yes,Bank transfer (automatic),0,0,1,1,0,0,2,Stable Mid-Value
Male,no,Yes,No,-0.18016108246950976,12-36,-0.1295781686199374,-0.21955713650107433,-0.03399873972165324,-1.0978678679746887,0,Yes,No,DSL,-0.9062505304364585,1.3486718610379804,Month-to-month,No,Mailed check,0,0,0,0,0,0,2,Stable Mid-Value
Female,no,Yes,No,1.5310852911355222,36+,-1.495760391109374,-0.3907378729599944,-1.4853357760072978,-0.06315541433768362,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Bank transfer (automatic),0,0,0,0,0,1,1,Low Engagement
Female,yes,No,No,-1.1172721918246462,0-12,-1.2082305559625701,-0.9495459162560462,-1.2784836569753015,0.8567406817971793,0,No,No phone service,DSL,-0.9062505304364585,-0.2063142886290269,Month-to-month,No,Electronic check,1,0,1,1,0,0,1,Low Engagement
Female,no,No,No,-0.8320644628904743,0-12,1.160151034119482,-0.4609749174039637,1.2723651176893565,-1.339059582109185,1,Yes,Yes,Fiber optic,0.2665050326900002,1.3486718610379804,Month-to-month,Yes,Bank transfer (automatic),0,1,0,1,0,0,3,At risk High-value
Male,no,No,No,0.06430268518835193,12-36,1.7102803718859096,0.7128484522419196,1.652496040799704,0.6014094045765679,1,Yes,Yes,Fiber optic,1.4392605958164588,2.126164935871484,One year,No,Credit card (automatic),0,0,0,1,0,0,0,Loyal High-Value
Female,yes,Yes,No,1.5718292524118322,36+,0.5285826100976015,1.4968165183519144,0.5017349197448832,0.2895869868670784,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.2063142886290269,Two year,Yes,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Female,no,Yes,Yes,1.5310852911355222,36+,0.013355737869225209,0.9970172985130287,0.003403133534274783,0.11432528096883943,0,Yes,Yes,DSL,0.2665050326900002,-0.2063142886290269,One year,No,Bank transfer (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Female,no,Yes,Yes,0.797693988161937,36+,0.6399380953856697,0.901566390438577,0.6098736027537707,0.32245027621052375,1,Yes,No,Fiber optic,-0.9062505304364585,1.3486718610379804,Month-to-month,Yes,Bank transfer (automatic),0,1,0,0,0,0,2,Stable Mid-Value
Male,no,No,Yes,1.4903413298592119,36+,0.4870320558856357,1.4202925525302659,0.49522278785469487,-0.11310722742250263,1,Yes,Yes,DSL,0.2665050326900002,2.126164935871484,Two year,Yes,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Female,yes,No,No,-0.506112772679992,12-36,0.974004551249875,-0.22099099576265033,0.8057508163829007,1.9041498313291843,1,Yes,Yes,Fiber optic,0.2665050326900002,0.5711787862044767,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,No,Yes,-0.8728084241667845,0-12,0.4388334129997552,-0.6315600507849983,0.4186670827432189,0.21592367060374112,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Mailed check,0,1,1,0,1,0,3,At risk High-value
Male,no,Yes,No,-1.2395040756535771,0-12,0.9773285955868325,-0.9334646331531401,0.6278404822240459,3.9951454692635266,1,Yes,No,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,0,1,0,3,At risk High-value
Female,no,Yes,Yes,-1.076528230548336,0-12,0.5219345214236869,-0.7855124167317513,0.6297730898266407,-1.2641991349863104,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,0,1,0,3,At risk High-value
Female,no,No,No,-1.2802480369298874,0-12,-1.494098368940895,-0.9986059623752008,-1.4891931030181909,0.00046458874911472516,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Male,yes,Yes,Yes,-0.506112772679992,12-36,0.9806526399237896,-0.2051523657655493,0.8652199131827409,1.2944353811454117,1,Yes,No,Fiber optic,0.2665050326900002,1.3486718610379804,One year,No,Credit card (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Male,no,No,No,1.1643896396487294,36+,1.3845240268640977,1.7721836746942723,1.2749155260829441,1.2118095008260443,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,Month-to-month,Yes,Electronic check,1,1,0,1,0,0,0,Loyal High-Value
Female,yes,Yes,No,-1.1172721918246462,0-12,0.3175057947008148,-0.8596539702418583,0.07158079683723625,2.825411163581789,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Female,no,No,No,0.9606698332671781,36+,1.351283583494525,1.603120638067834,1.353721981612868,-0.0797430331682496,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,Month-to-month,Yes,Bank transfer (automatic),0,1,0,1,1,0,0,Loyal High-Value
Male,no,No,No,-0.09867315991688919,12-36,1.0039209502824906,0.25107959189468076,1.003208096007998,-0.030116700288315524,1,Yes,Yes,Fiber optic,-0.9062505304364585,2.126164935871484,Month-to-month,Yes,Credit card (automatic),0,1,0,1,0,0,2,Stable Mid-Value
Male,no,No,No,0.3087664528462136,36+,1.3296772953043026,0.8156010128637816,1.2754987028735634,0.5743415908421535,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,Month-to-month,No,Bank transfer (automatic),0,0,0,1,1,0,0,Loyal High-Value
Female,no,No,No,-0.18016108246950976,12-36,-0.34896509485911703,-0.32515535627283343,-0.3172046354447303,-0.35313156574618165,0,Yes,No,DSL,-0.9062505304364585,0.5711787862044767,One year,No,Mailed check,0,0,0,1,0,0,2,Stable Mid-Value
Female,yes,Yes,No,-1.1172721918246462,0-12,0.17457188821165245,-0.8738602066180883,-0.14177908248921156,3.643460645333068,0,Yes,No,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Electronic check,1,0,1,0,1,0,3,At risk High-value
Female,yes,Yes,No,-0.22090504374582004,12-36,0.34576017156495187,-0.15615849776615995,0.22058177536616688,1.4311309115418922,1,Yes,No,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Bank transfer (automatic),0,1,0,0,0,0,2,Stable Mid-Value
Male,no,No,No,-0.8320644628904743,0-12,-1.4874502802669807,-0.8902503209465648,-1.4139594499171853,-0.7911448201885495,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Credit card (automatic),0,0,0,1,0,1,1,Low Engagement
Male,no,Yes,Yes,1.4088534073065913,36+,1.3496215613260465,2.0762941943879154,1.3093380850972038,0.4132549361107071,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,One year,Yes,Electronic check,1,0,1,0,1,0,0,Loyal High-Value
Male,yes,Yes,No,-0.13941712119319946,12-36,-0.4387142919569631,-0.3711712088827957,-0.4994504843928539,0.71754309031646,0,Yes,Yes,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,0,0,0,2,Stable Mid-Value
Male,no,Yes,Yes,0.9199258719908678,36+,0.6881367382715502,1.0721294644463564,0.6923845563906996,-0.07529360454815355,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,No,Bank transfer (automatic),0,0,1,0,1,0,0,Loyal High-Value
Female,no,No,No,-0.38388088885106114,12-36,0.35905634891278065,-0.23149125743203777,0.3863485583172208,-0.3286166737188947,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Bank transfer (automatic),0,0,1,1,1,0,3,At risk High-value
Male,no,Yes,No,0.06430268518835193,12-36,1.1717851892988325,0.5279688449916349,1.2441636630514947,-0.8798717831739913,1,Yes,Yes,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Male,no,No,No,0.797693988161937,36+,0.8792692876465931,1.0831150323273544,0.8720498758749877,0.04971810715074656,1,Yes,No,Fiber optic,0.2665050326900002,0.5711787862044767,One year,No,Electronic check,1,0,0,1,0,0,0,Loyal High-Value
Male,yes,Yes,Yes,1.6125732136881425,36+,1.6936601502011233,2.6982361639398222,1.717992220720969,-0.3454331509711292,1,Yes,Yes,Fiber optic,1.4392605958164588,2.126164935871484,Two year,Yes,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,Yes,Yes,1.0421577558197987,36+,0.9939488172716188,1.3884388175500235,0.9550604620702537,0.4107415806844763,1,Yes,Yes,Fiber optic,0.2665050326900002,0.5711787862044767,One year,Yes,Credit card (automatic),0,0,0,0,1,0,0,Loyal High-Value
Male,no,Yes,Yes,0.10504664646466222,12-36,-1.5024084797832884,-0.7042898044067843,-1.496576452879532,-0.009911205745727389,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Female,yes,No,No,0.9606698332671781,36+,1.1667991227933967,1.510184498544454,1.2290983719741257,-0.7633850191277856,1,Yes,Yes,Fiber optic,0.2665050326900002,1.3486718610379804,Two year,Yes,Bank transfer (automatic),0,0,0,1,1,0,0,Loyal High-Value
Female,no,Yes,Yes,-0.3431369275747509,12-36,-1.4525478147289292,-0.790894903805975,-1.4695219184917814,0.25132672538429146,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,Yes,Credit card (automatic),0,0,0,0,0,1,1,Low Engagement
Male,no,Yes,Yes,1.5310852911355222,36+,-1.4874502802669807,-0.407238284154746,-1.5030368840082053,0.23665043711855907,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Credit card (automatic),0,0,0,0,0,1,1,Low Engagement
Male,no,No,No,-1.2395040756535771,0-12,0.503652277570422,-0.930398380270693,0.7429686779786118,-2.780521383092254,1,Yes,No,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,yes,Yes,Yes,1.4495973685829016,36+,1.4077923372227985,2.2485117213898214,1.44869526092609,-0.5257134726302105,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,One year,Yes,Credit card (automatic),0,0,0,0,1,0,0,Loyal High-Value
Female,no,No,No,-1.2802480369298874,0-12,0.6715165165867639,-0.9698625990239156,0.6692535022796452,0.00046458874911472516,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,No,No,-0.8320644628904743,0-12,0.8227605339183194,-0.5565802410912007,0.6740850212861317,1.6840282612785145,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Female,no,Yes,No,1.24587756220135,36+,0.5568369869617381,1.2113902878052694,0.4978430402209456,0.6594185549128033,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Bank transfer (automatic),0,1,1,0,1,0,2,Stable Mid-Value
Female,no,Yes,Yes,0.02355872391204165,12-36,-0.21101725487539028,-0.1446655643002968,-0.18370411806549827,-0.3070858748659574,0,Yes,No,DSL,-0.9062505304364585,1.3486718610379804,One year,Yes,Mailed check,0,0,0,0,0,0,2,Stable Mid-Value
Female,no,Yes,No,1.4903413298592119,36+,1.025527238472713,1.9680929685720647,1.0914022238203167,-0.7992471997568887,1,Yes,No,Fiber optic,1.4392605958164588,-0.2063142886290269,One year,Yes,Credit card (automatic),0,0,1,0,1,0,0,Loyal High-Value
